id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
176,1,"I was never overly religious, even though I attended parochial school from first through eighth grade. I even stopped attending mass on a regular basis. However, that all changed when I had to make a life altering decision. I had to decide if I wanted to have my ailing father live a life that depended on his having kidney dialysis for 4 hours on a daily basis, having to move from his home and live in an institution and loose his independence only so I would still have him in my life. Or, I could just go along with his wishes, he wanted to just let nature take its course, no treatment whatsoever and let it all go. I then relied on my religious upbringing, spent time in the hospital chapel talking to the chaplan and letting myself be at peace making the decision to honor what my father wanted. when he passed away I was at peace, knowing he was in gods hands now.",1,2,10 cents,5 minutes,24,6 days,1,10 dollars,2,2,4,4,2,2,2,3,2,3,4,4,5,1,4,2,3,4,1,4,4,5,5,5,5,4,4,5,1,2,1,2,12052,5363,4343,8244,4500,22309,23845,2,60,2,1,7,4,7,3,christian,only that I would have to write about something in my life for 5 minutes,how my personality is reflected in my spiritual believes,4,2017-05-26-02-12,2017-05-26-02-24,62,43,1
177,1,"I've had several drug-induced experiences (mainly with LSD and DMT), where I marveled at the absolute multidimensional perfection of everything.~~But I have also experienced milder, less explosive versions of that feeling in meditative states. Sometimes it happens when I see the simplest, most mundane occurrence. A woman across the street drops a napkin. It takes her a moment to realize it, and in that moment, she lets her guard down, for just a second. And I see. I see all her struggles and all of her joys. All her musings and all her confusions. I see the immense depth of her experience, and I see how it is the exact same thing I go through. And simultaneously I am made aware of the infinite chasm that exists between us, that no amount of intimacy could ever truly bridge. And then she puts her guard back up and turns around and picks up the napkin, and we all carry on, unacknowledged of what just happened.~~Or I see a tree that is growing into and around power lines that dangle above the street. The tree has been repeatedly trimmed, to give the power lines space, but having its arms cut does not deter its reach for the heavens. Instead it spreads its wings, clawing for the sky, defiantly proclaiming its existence among the industry of its world. And I realize that nature never stops. That life will always find a",2,2,0.05,5,47,4,31,20,2,2,3,3,2,2,2,4,4,4,2,4,2,2,2,2,2,4,4,4,4,2,3,4,4,2,2,4,4,4,3,3,4838,4190,3700,5253,4506,17228,2629,2,24,2,1,4,3,3,4,Christian,Nothing?,I am not sure :-(,1,2017-05-26-05-03,2017-05-26-05-16,50,39,5
178,1,"Once I had become extremely ill with something many die from. I had a strange experience. I seemed to somehow leave my body and float to a dark place with an entity there. I could not see nor truly hear in this place yet words were being communicated to me, a message. The message was basically ""not yet"". Something spoke to me in that place beyond the physical body. After I got the message I was sent back in a hurry - I could feel myself being rushed back and thrown back into my physical body. I had survived by some mysterious way.",2,2,0.1,100 minutes,47 days,4 days,30,10,2,2,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,5,4,4,4,4,4,5,4,3,5,5,5,19898,29444,14827,82362,27618,69761,22346,2,30,1,1,7,4,4,2,Christian,Nothing at all.,Whether there's a connection between believing in God and math skills.,2,2017-05-26-15-46,2017-05-26-16-09,85,52,2
179,2,I get up and go to work. I come home and walk my dog. I make dinner. I go to bed. The cycle repeats itself every day.,2,2,0.1,100,47,4,30,$10,3,2,4,5,4,4,4,5,4,5,5,4,4,4,5,4,3,4,5,3,4,4,5,2,5,2,5,4,3,5,5,5,10139,6685,19334,34860,6753,26267,15516,2,22,1,1,6,3,3,3,Catholic,NA,I have no idea,5,2017-05-26-05-59,2017-05-26-06-10,49,49,3
180,2,i woke up the other day at about 6;00 and got ready for work. my job is basically playing with blue bins all day and dealing with main 8 and there bs. anyway i then got home sent off some ebay items and then did some things on amazon turk becuase it makes me money and gets me a steady stream of cash.,2,2,10,5,40,6,15,70,2,1,3,3,4,3,4,3,1,3,3,3,4,3,5,3,3,5,3,3,3,3,3,3,3,5,3,3,3,4,3,5,3868,3507,5980,5012,3993,4792,13079,2,30,1,1,7,2,3,2,catholic,nothing,to see how i think,4,2017-05-26-13-25,2017-05-26-13-35,52,41,1
181,2,"Today I went into the men's room at work and as usual, Aaron had destroyed it. it has gotten so bad that i am now being forced to use the men's room over in the dining room but that sucks because patients crap up that one. i need to find a way to get Aaron to use another bathroom without embarasing him.",1,4,0.1,500,24,12,30,20,3,2,2,4,3,4,4,4,4,2,4,4,3,2,3,3,2,3,5,3,3,2,4,4,3,2,4,4,4,2,4,2,7753,9476,7273,8932,7949,5385,13210,2,24,1,1,5,2,3,2,Jewish,nothing,religious participation,4,2017-05-26-02-13,2017-05-26-02-21,48,38,2
182,1,"I'm a Christian and I really trust God to help me. When I go to the church I calm down and feel good. The blessing in God has helped me to create very good relationships with everyone.In my most difficult moments, God has come to me and found comfort in various problems",1,2,0.1,20,12,3,30,10,3,2,5,4,2,2,3,4,5,2,2,4,4,2,5,3,4,4,2,2,4,4,4,4,4,4,5,3,1,4,4,4,34873,25502,11355,28826,13600,21074,20979,2,32,2,1,7,4,5,5,christian,I did not know anything about this experiment,The study was related to our personality and the influence of religion,4,2017-05-26-13-43,2017-05-26-13-59,63,45,1
183,2,"At 8:10 AM, almost on the dot, my dogs begin to wake up and become playful. I yawn, stretch, and then instantly get attacked with puppy kisses as soon as my dogs notice I'm waking up. I feed each one, give them water, then put on my shoes and a jacket over my pajamas, and take them one at a time to the dog park. It's always a struggle walking before having coffee. Bear, my oldest dog, is always in a hurry to get to the dog park to use the restroom and run around. I stumble over rocks on the dirt path that goes between my apartment door and the dog park, eyes half-closed with sleep. Once we're at the dog park, he runs around, sniffs and pees on everything, then it's time to go home and get Brownie, my youngest pup.",1,2,0.1,100 minutes,24,3 days,30,$10,2,2,5,4,1,1,1,5,2,4,4,5,4,1,5,5,5,1,2,5,4,4,4,3,2,3,5,4,3,4,3,4,113244,13768,30170,56465,45942,49295,54619,2,24,2,0,4,1,1,3,Buddhist,Nothing,Not entirely sure.,1,2017-05-25-21-13,2017-05-25-21-35,75,43,0
184,2,"I spent about an hour sitting in traffic yesterday on my way home from work. I usually spend this amount of time in traffic, so I listen to a podcast to help pass the time. The weather was very poor yesterday so traffic was much heavier than usual. Sometimes I will try to leave work late in order to get on the road when there are fewer cars traveling.",2,2,0.1,100 minutes,24,9,15,0,3,1,2,2,4,2,4,2,4,4,2,3,4,4,2,5,3,2,4,2,4,2,4,2,2,4,4,4,5,2,2,4,16166,10119,15962,11101,14026,11183,11529,2,24,1,0,6,1,1,2,catholic,Nothing,Our perception of ourselves based on our religious affiliations.,4,2017-05-26-16-13,2017-05-26-16-23,47,39,1
185,2,"I play video games almost every single day. For me, the rush of video games is very fun. I am competitive by nature, and winning feels very good! I also play video games to connect with my friends. Everyday I sign on, and some of my friends are on. I also use video games as a great way to spend time with my long-distance girlfriend of 6 years. Video games are an essential part of my life in the way. ~~The video games I play the most is League of legends. In these sorts of games, generally, there is a team and you must coorporate with your team. In that way, the game is very social. On a typical night, I will play video games with girlfriend, intensely focused on the game, talking strategy. We compliment and praise each other on our gameplay. We also experience losing the game equally, and together, and that makes losing not that bad. My favorite part about video games is definitely the social aspect.",1,2,0.1,5 minutes,47,4,30,20,3,2,2,2,4,4,4,4,2,4,4,4,4,5,2,4,4,4,5,2,2,5,2,2,2,4,4,4,4,4,5,5,8391,19702,4168,6524,21726,6410,10812,2,21,1,0,5,1,1,1,none,Nothing,"How people write about the everyday, and their personality",3,2017-05-25-21-17,2017-05-25-21-26,44,43,5
186,1,"I was having nightmares every night at summer camp. One night I woke up and looked out the window into the darkness of the woods and I saw something standing there. I thought my eyes were playing tricks on me so I brushed it off, still watching this black figure with red eyes. A fee seconds later, it turned it's head and walked off, I heard the bushes outside move as it walked through them. I felt a terror unlike anything I felt before, whatever that was wasn't just my mind messing with me, it actually moved. I covered myself up and started praying that it would leave me alone, maybe that thing was responsible for my nightmares. This was years ago and when I think back to it, I try to tell myself I was dreaming a vivid dream but it felt so real so I am not sure.",2,2,0.05,100,47,6,30,20,3,2,3,3,2,3,1,4,3,3,3,5,4,2,3,4,3,3,2,4,2,2,3,4,1,3,3,2,2,4,2,3,60812,61482,13123,58802,20676,29508,56634,2,23,2,0,4,2,2,1,Not religious,I remember reading the initial instructions but I do not remember what it said. Something to do with thinking abilities I believe.,The relationship between religion and cognitive abilities.,3,2017-05-26-14-08,2017-05-26-14-28,61,31,4
187,1,"This is interesting because I am not a religious person at all. So let me tell you about the one time I ate some mushrooms. No, not regular mushrooms, the magic kind of mushrooms. At this point I have already taken shrooms about 6 times in my life, but this time was a little different. These ones were stronger than other ones I have taken. It was nighttime and I was with my room mate who also ate some. After about an hour they really started to kick in. In that moment I just felt connected to everything in the universe. It was as if we are all made of stardust and I could feel connected to every living thing because we all shared that in common. Anyways, that was my most spiritual experience, sorry if it wasn't really what you were aiming for.",1,2,5 cents,1 min,47,6 days,29,10,3,2,5,4,2,1,1,3,2,5,2,4,5,1,4,4,4,1,2,2,2,2,1,2,1,4,3,4,1,4,3,3,56507,34443,11129,43205,65630,41140,35986,2,32,1,0,7,1,1,1,Atheist,Nothing,I honestly have no idea.,1,2017-05-26-15-47,2017-05-26-16-03,70,30,4
188,1,"Honestly - i am not spiritual nor religious. I cannot say I've ever had a religious experience or seemingly sci fi experience that changed my life, views or perception on things. I believe that religion or in some cases spirituality is a crutch to which people use as means to be okay with the fact that we live and die, and then people forget about us. It sucks, but people really hate thinking that way. So they use an afterlife, a ""good karma"" perspective on things that gives their life meaning. I get why they do it, but I always like to see things at face value and I could never convince myself that any of that is real. That if I am a good citzen, neighbor... whatever that I'll get to enter the pearly gates of heaven. I choose to live my life simply by enjoying my day to day experiences, seeing them for what they are, and know i will have been completely honest with myself in my lifetime. I will live and die, and people will forget about me... But I'll be happy in knowing that I was honest with myself at all times. I am honest with myself when I am being an asshole, and I will be honest with myself that no outside force is going to make or break things. Only i can do that. Its a hard pill to swallow, but its one i choose to take every day. With a glass of water!",1,2,10 cents,100 minutes,24,3 days,just him,10,2,2,3,5,2,1,5,4,4,1,4,2,5,1,5,5,4,2,1,4,1,4,4,5,1,5,5,1,1,3,1,2,13927,16032,16102,14023,12593,22506,2087,2,22,2,0,7,1,1,1,n/a,nOTHING,To see how religious people think versus non religious people.,2,2017-05-25-21-15,2017-05-25-21-27,66,33,0
189,2,"Every day I get ready, shower, go to school, eat, watch netflix, sleep, eat, and do school work. My life is very boring.",1,2,0.05,5,47,9,1,0,2,2,4,4,3,4,4,3,1,4,2,4,4,5,5,3,2,4,2,2,3,4,4,4,4,4,4,3,5,4,4,3,32143,18805,26358,222732,27018,58888,2715,2,21,2,0,6,1,1,1,jewish,nothing,not sure,1,2017-05-26-03-04,2017-05-26-03-20,54,46,3
190,2,"I usually work on mturk for a little bit in the morning when I wake up. This is a normal thing for me, because I like to make a little extra money every day.",2,4,10,5,24,6,15,10,3,2,2,4,2,2,4,3,4,3,2,2,3,3,3,1,3,4,3,1,3,2,3,3,3,3,2,3,2,3,1,2,1673,947,2454,2503,1682,1462,1452,2,25,1,0,7,1,1,1,NONE,Nothing,I have no idea. This was underpaid garbage.,1,2017-05-25-19-30,2017-05-25-19-38,48,30,2
191,1,"We had to put our 15 year old cat to sleep last Friday. My husband and I were absolutely devastated and although we knew it was the right decision, I was still filled with guilt and sadness. We had just gotten back from the vets and I was standing in the lounge room crying. Suddenly our budgie (parakeet) flew onto my shoulder and sat there for a couple of moments. He then flew to my husband and spent time with him and then flew back into his cage. We've been trying to teach the budgie to land on us for months but he never has been able to. Since then (nearly a week) he has not landed on us again and has not tried to. I feel like that was my cat giving us a sign that we made the right choice and that he is okay and in a better place. I am not religious but I had hoped that he would come back to visit us when he died and now I think that he has. We haven't received any other signs but I am open to seeing his spirit or feeling him, after reading that other people have similar experiences after a pet dies. I don't know that I believe in heaven but there has to be some life force and my husband feels like he saw it leave our cat once the drugs kicked in to end his life in this world. Our cats eyes just lost their spark and it was clear he had gone. Therefore I think there is something in us that drives us and makes us w",1,2,0.1,5,24,3,15,10,2,2,1,2,4,4,4,1,4,5,4,2,2,4,1,2,1,5,4,4,5,5,5,5,5,5,5,5,4,4,2,4,11904,107802,25400,24668,25232,44543,35820,2,34,2,0,5,1,1,1,(ex) roman cat,I knew that we would need to do some writing and then answer questions regarding our personality. I wasn't aware that the writing would be real life events as it say 'story writing' so I thought it might be writing something fictional.,Whether people who are spiritual or religious are better or worse at math or answering tricky questions versus those who are not. How our religious/spiritual experiences might i,2,2017-05-26-01-03,2017-05-26-01-23,28,54,1
