id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
88,1,Today was a pretty typical day. I spent the morning outside with kids doing yardwork. I cut the grass while they gathered sticks and pulled weeds. I spent the afternoon getting caught up on laundry and housework and did some prep work for dinners for the week. We drove about 30 minutes to pick up two young hens for our flock. When we brought them home we set up a large crate for them to be in inside the chicken coop. One of them pecked at me as I got her out of the box but that's because she was scared. My boys were so excited. My youngest asked to hold one of them so we got him a chair and sat him down so he could hold a chicken. We went inside and got some stale bread for them to eat as a treat. The older hens came running and were not happy that the new hens were getting bread and they weren't. We made sure they were happy and settled before we came back inside where we played monopoly and built some things from Legos.,1,0,3,4,5,2,4,2,2,5,3,3,4,3,3,5,2,5,4,3,4,5,4,3,4,4,5,4,3,2,5,5,0,30,2,1,5,1,1,1,none,not sure,Do you believe in god?,2,2017-07-02-21-33,2017-07-02-21-42,110
89,1,"Walking mu dogs at anytime is always the mist difficult task. My dogs hate being walked and they are small dogs.  They tend to think Every time they see their leash, they think it is hide and seek time. They hide in the tiniest of spaces, which makes it difficult to find them before their walks.  When I do find them I would have to coax them out with a treat or a belly rub.  It",2,0,5,1,5,3,5,2,3,3,3,3,3,3,4,3,2,3,4,2,1,4,4,1,2,3,3,3,4,3,3,4,0,33,2,2,3,5,2,4,Christian,Nothing.,Whether religion influence how you answer questions related to existence,2,2017-07-02-16-35,2017-07-02-16-55,92
90,2,"I was about 23 years old.  I was taking a walk through a forest near our home.  All of a sudden everything seemed to become very still--no birds singing, no frogs croaking.  Just silence.  It had been cool and rainy for about a week.  Everything looked lush and green--you could almost smell the green things growing.  Then suddenly the rain stopped and the sun came out.  The cottonwood poplars had formed their round green plump seed pods as usual in the spring.  Suddenly the air was warming and the pods burst open--all at once.  They had been ready for weeks now, and all they needed was that little bump in the air temperature.  The air was filled with the white floating seeds.  The birds began singing, the frogs croaked--everything came to life.  I knew then that I did not know.  I am a confirmed agnostic.",1,0,1,1,1,5,2,2,5,3,1,1,1,2,3,1,5,1,2,1,3,1,5,3,5,3,1,2,5,5,2,1,0,85,2,1,4,1,1,1,agnostic,nothing,no idea   I could not identify the focus of your questions,2,2017-07-01-19-56,2017-07-01-20-08,74
91,1,"When I wake up from my college dorm, I get ready quickly and run to the bus. For the next 15 minutes, I sit on the bus listening to music. Soon enough we'll be at the bus stop on campus. I hurry off the bus along with everyone else, and I briskly walk to the main class building. I walk up three flights of stairs rather than take the elevator because they are always full. I spend the next few minutes waiting to see my girlfriend before she goes to her next class. When the time comes for our classes, we part ways and go to our respective classrooms. I go into Physics and she goes into English. An seemingly endless hour and a half goes by waiting to see my girlfriend, and finally, class is over. My class usually dismisses before my girlfriend's so I walk over to her classroom and wait outside. A few minutes later she walks out and gives me a kiss. Afterwards, we hold hands and walk down the stairs together. Our next stop is lunch.",1,1,4,2,3,2,4,4,4,3,3,5,4,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,3,0,20,1,2,7,6,3,5,Baptist,That it was about writing and personality as the title suggests.,Whether religious people think science is profound or not.,2,2017-07-03-05-13,2017-07-03-05-30,110
92,2,"I am not a religious person, I never really was. My mom did not baptize my sister and I. She wanted us to find our own religion...to not be forced to fit into one mold or another. I do, however, believe in morals. I believe in Karma and I believe that you should do unto others as you would have them do unto you. I believe there isn't one particular time that had influenced my religious or spiritual beliefs. I had looked into Wicca for awhile and the religion preaches that you do no harm to others lest you get the harm done back to you times 3. I have a feeling that most religions believe in a type of karma or justice for those who wish to do ill unto people. Even the Satanic Temple believes you ""should strive to act with compassion and empathy towards all creatures in accordance with reason."" The fact that this theme has crossed SO many different religious creeds,",2,0,2,1,2,4,2,3,5,2,2,2,3,2,4,2,1,4,2,2,1,3,4,4,4,3,1,4,4,1,3,2,0,28,2,1,5,2,2,1,agnostic,Nothing!,"I get the impression the question may be something along the lines of ""How does religious belief affect what people find profound"" or ""How does religious belief affect creativity""",2,2017-07-03-04-01,2017-07-03-04-13,79
93,1,In an average day I usually wake up and do some work on amazon. I then do any laundry and cleaning that needs to be done around the house since I am a homemaker and in charge of keeping up on chores around the house. I then read for a bit. After that I cook my spouse dinner before she goes to work. After she goes to work I,1,0,1,1,1,1,2,1,1,1,1,2,1,1,3,1,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,2,0,27,2,2,5,3,2,2,Catholic,I did not know what I would be doing in this experiment before I accepted it however after I accepted it I learned that I would be rating the profoundne,To see how profound individuals from different denominations find certain statements and what those differences are between different denominations.,2,2017-07-03-06-14,2017-07-03-06-32,42
94,1,Remodeling a house what's er can go wrong will. Every day its a new challenge.  Every day there's a new project and things to do. It seems like the things that should be an easy job,2,0,3,1,1,1,3,2,3,2,2,2,1,1,3,1,1,2,4,2,1,2,1,2,2,1,1,1,1,1,3,1,0,52,2,1,2,1,1,1,agnostic,Nothing,Peoples attitudes towards the profound,2,2017-07-03-04-10,2017-07-03-04-31,52
95,1,"My mother likes red wine and television. I'm not sure when that began. An odd mix of broke and bougie, she tends to a certain aching in her heart dilligently. I couldn't say that I know what it is but it consumes her, consumes us. The television is a distraction and the wine numbs her to her own hurt. ~~We have been partners in crime for years. Game of Thrones with a Cabarnet Sauvignon, Doctor who with homemade mojitos. A younger version of myself had a taste for drinks the way a Lannister has a taste for incest. Now it's more of",2,0,3,5,3,2,2,2,1,3,1,2,1,1,4,1,2,4,5,2,3,3,3,2,4,2,3,3,2,4,2,2,0,22,2,1,5,2,4,2,spiritual...but i've had some,nothing - writing and personality how are they connected thing,religiousness and personality? idk,2,2017-07-03-03-12,2017-07-03-03-32,77
96,1,"I've been having a lot of pain and discomfort in my neck, shoulders, and back. I realized the other day that my computer monitor is slightly to the left of my keyboard. This means that I work at the computer with my head turned to the left and that this stresses my body.~~~~So I decided to rearrange my computer desk. It has a hutch with the monitor space to the left of the roll-out keyboard tray. The solution I chose is to remove the hutch and then I can move the monitor.~~~~No small feat, however. The hutch and desktop were very full of papers, files, etc. So I had to clear everything out and off. Because of my physical disabilities I can only work at tasks in short bursts. I call it my inchworm method. It took me three days to clear everything away.~~~~But today it is clear and I'm waiting for someone strong enough to move it. By this evening my desktop should be rearranged and my body more happy. Yay!~~~~I've given myself a day with a happy ending.~~~~",2,0,4,3,2,3,3,4,3,4,3,4,3,5,3,5,4,4,1,5,4,4,5,4,4,5,5,3,5,5,4,3,0,75,2,2,7,6,7,4,Protestant,Nothing more than what was in the introduction.,What is your current spiritual belief about the Universe?,2,2017-07-02-16-31,2017-07-02-16-48,114
97,2,"When I dated my ex-boyfriend, I had a bad experience with religious/spiritual beliefs because I was told that as a woman, I should desire to stay at home and take care of children and the home. However, being the person I am, I could not accept it and always had my mind set on working after graduating. For some reason, I was influenced heavily to desire taking care of the home and children when I got married. My ex-boyfriend and his friends would refer me to the Bible and tell me how it was God's desire for women to be the helpers of men. I could not take it and decided that I wasn't going to be a Christian anymore if this persisted. My dreams were crushed and after the encounter and many more, I decided to not follow the traditional Christianity that most people follow. I still believe in God, but I'm less conservative than most Christians. I still wear short skirts and tight dresses because modesty is overrated and the Church should be teaching boys to not look at girls sexually and not only teach girls to dress modestly. It convinced me to find my own way of believing in God because the conventional way just clashed with my morals and beliefs so severely that it led to our break",2,0,4,2,2,1,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,3,5,4,4,2,4,2,5,5,4,0,19,2,2,6,1,1,2,Catholic,I knew nothing about this experiment before participating,How has previous experience with religious/spiritual beliefs shaped the perception and beliefs of a person?,3,2017-07-02-04-14,2017-07-02-04-23,114
98,1,"Since the kids have been out for summer break, we have an everyday routine.  We wake up between 8:30 and 9:30.  About 10 minutes after getting up, we exercise for 30 minutes.  After exercise, we go to McDonald's where I get my morning coffee.  We come back home and I make the kids breakfast.  By this time it is around 11:00 and we watch ""The Price Is Right"" until 12:00.  After watching the game show, the kids either play outside or inside.  While they are playing, I tend to house chores for the day.  Around 2:00, I make the kids some sort of snack/lunch.  Around this time I decide what we will have for dinner.  If I am missing a few ingredients, we ride up to the store to obtain those.  Around 5:00, I begin the process of making dinner.  My husband is usually home around 6:00.  We then eat dinner.  The kids get their baths around 8:00 and then it's time to settle for the evening before going to bed.  The kids are usually in bed between 10:00 and 10:30.",1,1,2,2,3,2,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,2,4,0,40,2,2,6,4,8,4,Catholic,I thought this experiment was writing about our personality and asking questions on how we perceive our personality.,I believe the purpose of this study was to find out how deep our beliefs in this world are.,2,2017-07-03-04-07,2017-07-03-04-20,90
