id,condition,duration,dem_gender,dem_age,dem_employment,dem_income,dem_education,dem_religion,dem_religion_12_TEXT,dem_religious,dem_party,dem_party_4_TEXT,dem_ethnicity,dem_ethnicity_8_TEXT,dem_marriage,dem_orientation,dem_orientation_4_TEXT,letter_timing_first_click,letter_timing_last_click,letter_timing_page_submit,letter_timing_click_count,pti_ii_religion,pti_ii_politics,pti_ii_gender,pti_ii_orientation,pti_ii_age,pti_ii_race,pti_ii_family,pti_ii_profession,pti_ii_other_label,pti_ii_other,pti_ii_rank_order_1,pti_ii_rank_order_2,pti_ii_rank_order_3,pti_ii_rank_order_4,pti_ii_rank_order_5,pti_ii_rank_order_6,pti_ii_rank_order_7,pti_ii_rank_order_8,pti_ii_rank_order_9,pti_1,pti_2,pti_3,pti_4,pti_5,pti_6,attention_check_1,pti_7,pti_8,pti_9,pti_10,pti_11,pti_12,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,attention_check_2,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,cm_1,cm_2,cm_3,cm_4,cm_5,crt_1,crt_2,crt_3,attention_check_crt,pol_att_01,pol_att_02,pol_att_03,pol_att_04,pol_att_05,pol_att_06,pol_att_07,pol_att_08,pol_att_09,pol_att_10,pol_att_11,Fake1_2,Fake1_RT_first_click,Fake1_RT_last_click,Fake1_RT_page_submit,Fake1_RT_click_count,Fake2_2,Fake2_RT_first_click,Fake2_RT_last_click,Fake2_RT_page_submit,Fake2_RT_click_count,Fake3_2,Fake3_RT_first_click,Fake3_RT_last_click,Fake3_RT_page_submit,Fake3_RT_click_count,Fake4_2,Fake4_RT_first_click,Fake4_RT_last_click,Fake4_RT_page_submit,Fake4_RT_click_count,Fake5_2,Fake5_RT_first_click,Fake5_RT_last_click,Fake5_RT_page_submit,Fake5_RT_click_count,Fake6_2,Fake6_RT_first_click,Fake6_RT_last_click,Fake6_RT_page_submit,Fake6_RT_click_count,Fake7_2,Fake7_RT_first_click,Fake7_RT_last_click,Fake7_RT_page_submit,Fake7_RT_click_count,Fake8_2,Fake8_RT_first_click,Fake8_RT_last_click,Fake8_RT_page_submit,Fake8_RT_click_count,Fake9_2,Fake9_RT_first_click,Fake9_RT_last_click,Fake9_RT_page_submit,Fake9_RT_click_count,Fake10_2,Fake10_RT_first_click,Fake10_RT_last_click,Fake10_RT_page_submit,Fake10_RT_click_count,Fake11_2,Fake11_RT_first_click,Fake11_RT_last_click,Fake11_RT_page_submit,Fake11_RT_click_count,Fake12_2,Fake12_RT_first_click,Fake12_RT_last_click,Fake12_RT_page_submit,Fake12_RT_click_count,Real1_2,Real1_RT_first_click,Real1_RT_last_click,Real1_RT_page_submit,Real1_RT_click_count,Real2_2,Real2_RT_first_click,Real2_RT_last_click,Real2_RT_page_submit,Real2_RT_click_count,Real3_2,Real3_RT_first_click,Real3_RT_last_click,Real3_RT_page_submit,Real3_RT_click_count,Real4_2,Real4_RT_first_click,Real4_RT_last_click,Real4_RT_page_submit,Real4_RT_click_count,Real5_2,Real5_RT_first_click,Real5_RT_last_click,Real5_RT_page_submit,Real5_RT_click_count,Real6_2,Real6_RT_first_click,Real6_RT_last_click,Real6_RT_page_submit,Real6_RT_click_count,Real7_2,Real7_RT_first_click,Real7_RT_last_click,Real7_RT_page_submit,Real7_RT_click_count,Real8_2,Real8_RT_first_click,Real8_RT_last_click,Real8_RT_page_submit,Real8_RT_click_count,Real9_2,Real9_RT_first_click,Real9_RT_last_click,Real9_RT_page_submit,Real9_RT_click_count,Real10_2,Real10_RT_first_click,Real10_RT_last_click,Real10_RT_page_submit,Real10_RT_click_count,Real11_2,Real11_RT_first_click,Real11_RT_last_click,Real11_RT_page_submit,Real11_RT_click_count,Real12_2,Real12_RT_first_click,Real12_RT_last_click,Real12_RT_page_submit,Real12_RT_click_count,pdiFirst,perceived_threat_to_identity_total,conspiracy_mentality_total,conservative_political_beliefs_total,need_for_closure_total,importance_of_identity_total,cognitive_reflection_test_total,belief_in_fake_news_total,belief_in_real_news_total
116,Religious Threat,1193,Female,21,Employed for wages,"Less than $10,000","1 or more years of college, no degree",Christian,NA,No,Democrat,NA,Black or African American,NA,Never married,Heterosexual or straight,NA,153.674,209.196,210.576,3,6,1,5,2,2,6,3,3,N/A,7,1,8,3,6,4,2,5,7,9,7,2,2,2,7,1,7,7,6,1,4,7,6,6,4,6,6,4,5,6,4,6,4,4,4,6,6,3,5,10,10,10,9,10,$0.05,20 minutes,47 days,999,3,3,3,3,1,1,1,1,21,21,21,1,4.715,6.625,7.566,3,2,8.705,9.615,10.93,2,2,5.157,5.493,6.47,2,1,12.194,12.194,13.67,1,1,8.344,8.344,9.293,1,4,4.168,6.672,7.323,3,2,8.334,10.432,11.667,3,2,8.271,8.271,9.457,1,2,4.607,8.02,9.366,3,2,6.194,6.194,7.309,1,1,7.067,7.067,8.184,1,2,7.061,7.061,9.533,1,2,5.533,5.533,7.083,1,3,4.348,4.348,5.354,1,3,6.061,6.061,7.206,1,2,5.83,5.83,7.747,1,3,5.711,9.125,10.155,3,3,3.729,3.729,4.481,1,2,26.278,26.278,27.385,1,3,5.795,8.17,8.912,2,2,8.657,8.657,9.567,1,1,10.261,10.261,11.357,1,3,9.357,9.357,10.275,1,4,6.863,7.229,8.198,2,0,4.4,9.8,-0.67562159,4.733333333,3.5,2,22,31
117,Raelian Threat,1473,Male,19,A student,"$80,000 to $89,999","1 or more years of college, no degree",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,155.676,155.676,157.329,1,4,2,1,2,3,1,1,4,N/A,7,1,3,7,4,5,8,6,2,9,2,5,6,2,1,1,7,1,3,3,2,1,6,3,2,4,4,1,5,6,5,6,4,4,1,5,4,1,3,7,8,9,11,3,10 Cents,5 minutes,47 Days,999,4,4,1,3,4,4,2,4,79,55,96,2,8.97,8.97,12.048,1,2,16.5,16.5,21.851,1,2,3.974,3.974,5.15,1,2,25.016,25.491,27.022,2,2,19.677,20.468,21.633,2,3,6.983,7.794,9.612,2,3,18.858,35.544,37.286,2,3,26.529,26.529,27.737,1,4,36.074,36.074,37.737,1,2,43.014,43.014,44.882,1,1,7.009,7.009,8.553,1,1,9.494,9.494,10.966,1,3,8.447,8.447,12.089,1,4,15.147,15.147,17.652,1,3,11.283,11.283,13.221,1,3,8.143,8.143,9.585,1,3,6.084,6.084,6.963,1,3,10.18,10.18,11.207,1,1,9.662,9.662,13.946,1,2,16.565,16.853,18.889,2,3,14.088,14.088,14.929,1,2,22.166,22.166,23.037,1,3,11.475,15.722,17.028,4,3,11.891,11.891,13.096,1,1,2.9,7.6,0.666112487,3.933333333,2.25,2,27,33
118,Non-religious Threat,1213,Male,19,Employed for wages,"$40,000 to $49,999","1 or more years of college, no degree",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,8.873,167.124,171.617,3,5,5,3,3,4,3,4,4,N/A,7,1,3,6,5,7,8,2,4,9,5,5,2,2,2,6,7,2,6,3,2,3,2,6,4,5,6,6,6,5,5,6,2,6,6,5,6,2,5,11,7,6,7,11,10 cents,1 minute,47,999,4,4,3,5,5,5,5,5,90,85,95,1,6.227,6.227,7.432,1,1,9.221,9.221,10.368,1,2,7.239,7.239,8.633,1,2,12.545,12.901,13.829,2,1,6.487,6.487,7.815,1,4,6.315,6.315,7.569,1,1,14.949,14.949,16.086,1,2,13.463,13.463,15.241,1,2,9.749,9.749,11.239,1,2,13.497,13.497,14.225,1,2,9.84,9.84,11.857,1,2,4.939,4.939,5.589,1,3,6.773,7.812,9.095,3,3,13.855,13.855,14.635,1,4,8.333,11.134,11.924,2,3,8.478,8.865,10.229,2,3,13.716,13.716,14.863,1,4,9.849,10.434,11.077,2,4,9.274,10.124,10.834,3,4,8.097,9.621,9.983,3,1,10.031,10.031,11.712,1,1,6.12,7.426,8.225,3,3,5.049,5.049,6.108,1,3,7.448,9.09,9.681,3,0,3.5,8.4,1.682045448,4.933333333,3.875,1,22,36
119,Religious Threat,1165,Female,18,A student,"$70,000 to $79,999","Some college credit, but less than 1 year",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,17.256,193.99,196.032,2,2,4,1,1,3,2,6,6,N/A,7,5,6,4,7,3,8,1,2,9,1,1,1,1,1,1,7,1,1,1,1,1,1,6,6,3,4,6,3,6,6,6,6,6,6,6,4,6,4,11,11,3,7,7,0.1,100 minutes,96 days,999,1,3,1,1,5,4,3,3,30,20,93,1,4.057,4.057,5.194,1,1,4.571,4.571,6.174,1,1,5.696,5.696,6.686,1,4,12.533,13.658,14.397,2,1,6.97,6.97,8.252,1,4,5.449,5.449,6.502,1,3,24.438,24.438,26.072,1,3,9.5,10.112,16.356,2,4,8.577,9.007,9.943,2,4,5.696,5.696,6.502,1,3,18.307,18.307,19.07,1,1,5.155,5.729,6.908,2,2,44.443,45.294,47.607,2,2,17.848,17.848,19.046,1,3,9.137,9.137,10.079,1,3,10.15,10.15,11.214,1,1,3.393,3.393,4.129,1,4,3.137,3.137,4.465,1,4,6.704,7.455,8.473,2,2,13.218,13.218,14.464,1,1,8.52,8.52,9.7,1,3,18.399,19.152,20.189,2,4,5.533,5.533,6.759,1,1,14.043,14.043,14.971,1,0,1,7.8,-0.012741935,5.133333333,3.125,0,30,30
120,Raelian Threat,1480,Female,19,A student,"$100,000 to $149,999",High school graduate - high school diploma or the equivalent (for example: GED),Catholic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,13.833,195.42,196.482,6,1,3,2,1,2,1,1,2,N/A,7,3,1,6,7,2,8,5,4,9,1,1,2,2,3,1,7,1,3,2,1,1,5,2,3,4,4,1,5,1,6,6,2,2,2,5,5,1,4,11,10,9,5,7,$0.05,100 minutes,47 days,999,1,4,1,2,5,1,1,4,20,20,1,2,6.806,6.806,8.495,1,3,9.19,9.19,10.247,1,2,5.19,6.427,7.444,2,1,11.28,11.28,12.694,1,1,5.002,5.002,5.96,1,1,18.781,18.781,19.699,1,2,8.413,8.413,10.201,1,1,15.799,15.799,16.819,1,3,10.413,10.413,12.19,1,3,6.573,6.573,7.225,1,3,12.853,12.853,13.604,1,1,9.208,9.208,10.317,1,2,8.512,8.512,9.36,1,3,10.353,10.353,11.632,1,3,11.477,11.477,12.447,1,4,10.711,10.711,11.532,1,4,4.359,4.359,6.941,1,2,9.606,9.606,10.377,1,4,10.342,10.342,11.477,1,3,8.08,8.08,8.762,1,4,11.095,11.095,11.717,1,2,16.141,16.141,17.207,1,4,10.447,11.319,12.059,2,3,12.166,12.166,13.482,1,1,1.8,8.4,-0.580846734,3.866666667,1.625,2,23,38
121,Non-religious Threat,1614,Female,21,A student,"Less than $10,000","1 or more years of college, no degree",Catholic,NA,No,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,245.833,245.833,247.605,1,3,3,2,2,4,2,2,2,N/A,7,4,8,7,6,1,5,2,3,9,2,2,2,2,2,2,1,3,2,3,2,2,2,5,3,5,5,2,5,3,4,1,3,3,3,4,4,4,4,8,8,7,6,8,10 cents,100 minutes,24,999,2,2,1,2,4,3,2,3,65,70,66,1,5.06,5.06,6.274,1,1,7.655,7.655,8.822,1,1,3.771,3.771,5.976,1,2,25.02,27.207,28.908,3,3,6.068,6.068,7.52,1,3,6.63,6.63,7.777,1,1,9.415,9.415,10.818,1,3,16.615,16.615,18.07,1,2,8.37,8.37,9.387,1,2,5.372,5.372,6.649,1,2,14.103,14.103,15.439,1,2,7.877,7.877,9.707,1,2,7.506,7.506,8.623,1,3,5.484,5.484,7.184,1,2,8.043,8.043,9.505,1,2,6.807,6.807,8.142,1,2,4.006,4.006,5.497,1,2,15.683,15.683,16.745,1,2,8.263,8.263,9.252,1,3,6.754,6.754,7.732,1,2,15.003,15.003,16.25,1,2,7.927,7.927,10.23,1,3,9.502,9.502,11.2,1,2,15.051,37.142,38.139,3,1,2.1,7.4,-0.014870465,4,2.5,0,23,27
122,Religious Threat,1584,Male,20,A student,"$70,000 to $79,999","Associate degree (for example: AA, AS)",Christian,NA,Yes,Democrat,NA,Black or African American,NA,Never married,Heterosexual or straight,NA,50.577,289.679,337.6,7,5,3,5,6,3,6,2,2,N/A,7,2,8,3,4,6,1,7,5,9,7,7,6,5,7,3,7,6,6,1,5,7,6,4,2,4,6,1,5,4,6,6,5,3,4,4,6,4,5,11,8,11,7,8,$0.10,100 minutes,12,999,2,3,1,3,3,2,2,3,50,50,50,1,5.422,5.422,6.539,1,2,7.148,7.148,8.642,1,3,10.076,10.076,12.112,1,3,9.488,9.488,10.447,1,3,12.183,12.183,14.705,1,3,6.577,6.577,7.811,1,1,8.696,17.17,18.773,5,1,6.918,6.918,12.115,1,1,4.917,4.917,7.408,1,3,4.405,6.189,6.908,2,4,10.363,10.878,11.914,2,2,6.53,6.53,13.643,1,3,6.188,6.188,6.869,1,3,4.932,4.932,5.664,1,1,6.418,8.97,9.881,2,2,12.238,15.196,15.76,3,3,4.453,4.453,5.236,1,3,14.104,14.104,15.358,1,3,5.063,5.063,6.23,1,3,11.938,11.938,12.993,1,4,6.435,6.435,8.392,1,3,25.351,25.351,26.134,1,3,6.144,6.144,6.991,1,2,7.118,7.118,8.711,1,0,5.8,9,-0.172359363,4.6,4,0,27,33
123,Raelian Threat,1571,Female,19,A student,"$150,000 or more","1 or more years of college, no degree",Christian,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,226.429,226.429,227.913,1,4,4,3,3,3,2,3,4,N/A,7,3,2,6,7,4,8,5,1,9,1,2,2,2,2,2,7,2,2,2,1,2,2,4,5,4,5,2,5,6,4,6,4,5,4,4,4,3,4,10,8,8,7,7,10 cents,20 minutes,24 days,999,4,4,1,4,2,4,3,2,20,20,30,2,15.154,15.154,17.803,1,2,7.572,7.572,9.442,1,3,5.725,5.725,7.348,1,2,12.147,12.147,14.758,1,3,12.027,12.027,13.155,1,3,17.167,20.165,20.6,2,2,11.295,11.295,12.749,1,3,23.819,23.819,25.814,1,2,7.066,7.066,9.212,1,3,18.823,18.823,20.431,1,1,27.618,32.003,33.654,2,3,16.018,16.018,17.533,1,3,4.049,4.049,15.952,1,3,20.942,20.942,22.831,1,3,7.475,7.475,10.689,1,2,21.519,21.519,25.179,1,3,12.068,12.068,13.344,1,3,6.749,8.936,9.479,2,3,24.29,24.29,27.849,1,3,16.815,16.815,19.137,1,2,9.335,9.335,14.34,1,2,9.89,9.89,11.541,1,3,15.612,16.153,17.489,2,2,16.193,25.061,26.241,2,1,1.8,8,-0.020825325,4.266666667,3.25,0,29,32
124,Religious Threat,1550,Female,20,A student,"$60,000 to $69,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,17.624,208.51,209.028,7,3,5,5,4,4,4,5,5,Socioeconomic Identity,4,8,1,5,4,9,6,2,3,7,5,2,2,6,6,2,7,5,3,2,3,6,5,5,2,5,4,5,5,5,4,6,5,3,5,5,4,3,5,9,9,7,8,7,0.1,100,24,999,1,3,1,1,2,3,2,2,15,5,24,1,5.454,5.454,6.39,1,1,12.674,12.674,14.126,1,4,9.281,11.143,11.776,2,2,14.592,14.592,20.125,1,1,11.416,13.267,13.976,4,3,8.215,8.215,9.281,1,2,14.584,14.584,17.432,1,2,13.391,13.391,15.489,1,2,11.725,13.299,14.196,2,3,13.483,14.245,15.311,3,2,9.249,9.249,10.307,1,1,6.384,6.384,9.271,1,3,8.39,8.39,9.913,1,3,6.406,6.406,9.115,1,3,13.341,13.341,14.507,1,3,11.417,11.417,12.504,1,3,18.105,18.105,20.293,1,3,14.396,14.396,15.174,1,4,6.742,7.227,8.034,2,4,24.095,24.095,24.905,1,2,24.415,24.415,25.174,1,2,14.882,15.477,16.494,2,3,16.38,16.38,17.23,1,3,10.871,12.118,12.799,2,0,3.9,8,-0.821055439,4.466666667,4.375,0,24,36
125,Raelian Threat,987,Male,19,A student,"$100,000 to $149,999","1 or more years of college, no degree",Christian,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,1.203,185.832,187.323,2,2,3,2,2,4,2,2,6,N/A,7,7,3,5,4,2,6,8,1,9,1,1,1,1,1,1,7,4,2,5,1,5,4,5,3,4,6,4,6,5,5,6,4,5,2,5,3,4,3,8,9,9,9,10,$0.10,5 minutes,47,999,4,3,1,1,1,3,2,1,20,16,9,1,2.473,2.473,3.768,1,1,7.308,7.852,9.357,2,1,2.878,2.878,4.626,1,2,9.981,9.981,11.149,1,1,5.031,5.031,5.771,1,4,4.991,4.991,5.852,1,3,4.792,6.048,7.194,2,3,4.96,4.96,5.742,1,4,5.384,7.512,8.461,2,2,2.984,4.083,4.914,2,4,5.541,5.997,6.313,2,1,3.979,3.979,4.966,1,2,3.219,3.219,6.968,1,3,5.417,5.695,6.225,2,2,4.835,4.835,6.1,1,3,7.256,7.256,8.356,1,3,5.615,6.299,7.435,2,3,3.933,6.248,6.613,3,3,5.332,5.332,6.292,1,3,3.996,4.343,4.954,2,2,9.609,9.609,10.626,1,3,9.045,9.65,10.818,2,4,10.688,13.715,14.398,4,2,6.632,6.632,7.434,1,1,2.1,9,-0.777128565,4.333333333,2.875,2,27,33
126,Non-religious Threat,1121,Female,19,A student,"$150,000 or more","1 or more years of college, no degree",Hindu,NA,Yes,Democrat,NA,Asian,Indian and 8,Never married,Heterosexual or straight,NA,32.873,116.025,124.545,3,2,4,4,4,4,5,5,5,N/A,7,3,4,6,8,7,1,2,5,9,2,2,6,6,5,5,7,5,2,6,2,3,4,5,2,5,5,1,4,5,4,6,2,2,2,5,4,5,4,10,10,10,8,10,5 cents,100 minutes,47,999,1,5,1,1,1,1,1,4,15,7,25,1,4.103,4.103,5.776,1,2,8.217,8.217,9.155,1,2,6.757,6.757,7.547,1,1,8.597,8.597,9.743,1,1,6.237,6.237,10.253,1,3,5.734,5.734,7.621,1,1,9.144,9.144,10.567,1,1,5.553,5.553,10.727,1,3,14.922,14.922,21.019,1,2,9.028,13.611,14.589,2,1,11.317,14.168,15.293,3,2,5.456,6.584,10.185,2,1,2.971,2.971,5.028,1,2,13.511,13.967,15.214,2,1,8.643,17.115,19.203,7,2,19.504,21.454,24.451,2,1,3.992,3.992,5.592,1,1,11.73,11.73,12.717,1,3,7.333,8.026,8.579,2,3,6.137,11.967,12.59,3,3,10.014,10.014,12.128,1,3,11.014,11.014,12.209,1,2,10.15,16.219,18.461,2,2,13.9,19.76,21.233,2,0,3.7,9.6,-0.798124662,4.133333333,4.125,2,20,24
127,Non-religious Threat,1671,Female,21,A student,"Less than $10,000","1 or more years of college, no degree",Christian,NA,Yes,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,232.699,232.699,234.344,1,5,3,4,2,1,1,4,6,Moral identity,6,3,6,5,7,9,8,4,2,1,3,1,4,5,5,7,7,5,5,7,1,3,5,4,6,2,5,1,4,6,5,6,4,3,4,2,5,5,2,9,11,8,6,10,5 cents,100 min,47 days,999,1,4,1,2,5,3,3,3,40,50,40,2,7.822,7.822,13.927,1,2,15.489,15.489,18.901,1,3,11.9,11.9,13.939,1,3,21.595,21.595,23.976,1,1,25.883,25.883,29.869,1,3,18.109,18.109,19.196,1,1,12.808,12.808,15.391,1,2,26.529,28.637,29.517,2,1,17.895,20.033,21.092,2,3,9.74,9.74,11.053,1,4,88.148,88.148,89.09,1,3,6.861,6.861,7.659,1,3,14.954,20.813,23.117,2,3,21.267,21.267,22.254,1,3,12.777,12.777,13.865,1,3,17.828,18.282,19.215,2,3,23.336,23.336,24.047,1,2,17.53,19.156,20.647,2,3,15.71,15.71,17.194,1,2,20.872,20.872,39.407,1,4,17.137,17.137,18.301,1,2,19.095,19.095,19.885,1,3,21.156,21.156,22.44,1,2,51.604,51.604,52.541,1,0,3.9,8.8,0.019079107,4.4,3.25,2,28,33
128,Religious Threat,1058,Female,22,A student,"$90,000 to $99,999","1 or more years of college, no degree",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,174.913,174.913,176.437,1,6,5,3,3,3,3,3,4,N/A,7,1,2,7,8,5,6,3,4,9,1,3,1,2,1,1,7,1,4,1,1,1,1,6,4,6,6,2,6,6,5,6,4,5,6,6,6,3,6,3,5,8,5,8,$0.10,100,24,999,1,4,1,1,5,3,4,5,90,72,92,1,3.454,3.454,4.67,1,1,5.646,5.646,6.596,1,2,3.477,3.477,4.613,1,3,8.6,8.6,9.301,1,3,7.148,8.85,9.551,2,3,5.921,5.921,6.574,1,2,4.271,4.271,4.902,1,2,4.167,4.167,5.105,1,2,6.382,7.886,8.62,2,1,4.788,4.788,5.65,1,1,4.603,4.603,5.858,1,1,5.732,5.732,6.67,1,4,3.452,3.452,4.538,1,2,1.6,1.6,2.938,1,4,3.976,3.976,4.706,1,4,5.705,7.12,7.634,2,4,3.727,3.727,4.465,1,4,4.106,4.106,4.866,1,1,13.126,13.126,14.025,1,2,6.604,6.604,9.432,1,4,6.287,6.287,7.174,1,1,6.829,6.829,8.38,1,2,4.33,4.33,5.08,1,2,5.664,9.157,11.441,2,1,1.6,5.8,0.629975229,5.266666667,3.75,0,22,34
129,Raelian Threat,1874,Male,25,A student,"$100,000 to $149,999","1 or more years of college, no degree",Other,Don't care about it enough to be invested in anything,No,Other,Not invested; don't vote,White,NA,Never married,Heterosexual or straight,NA,2.349,363.838,364.918,5,1,2,1,4,4,1,2,4,N/A,7,8,7,3,4,2,6,5,1,9,1,1,1,1,1,7,7,5,1,1,1,1,1,2,3,2,5,5,6,4,5,6,4,2,6,2,5,1,4,11,11,2,3,3,$0.05,100 minutes,47,999,1,2,1,1,1,3,3,5,50,50,50,1,6.601,7.256,9.769,2,1,3.983,16.195,16.479,5,1,6.043,6.043,7.209,1,1,3.462,16.673,17.935,2,1,4.137,5.957,9.598,4,2,4.22,10.702,12.314,3,1,11.385,12.366,13.224,2,1,10.636,12.189,20.126,2,1,5.492,5.492,8.31,1,1,16.218,16.218,17.928,1,1,6.875,8.132,9.4,4,1,5.602,5.602,7.164,1,1,10.892,11.852,13.106,2,2,40.91,40.91,42.342,1,3,11.161,11.536,12.692,2,3,12.56,12.56,14.528,1,1,3.013,3.013,5.198,1,4,3.859,7.016,7.37,5,2,17.224,17.224,18.886,1,4,8.874,9.42,10.238,2,1,15.504,23.73,24.965,3,1,14.637,14.637,16.15,1,4,10.319,10.319,11.147,1,1,15.284,15.284,16.758,1,0,2,6,-0.284317267,3.933333333,2.375,2,13,27
130,Religious Threat,1185,Male,23,Employed for wages,"$20,000 to $29,999","1 or more years of college, no degree",Atheist,NA,No,Democrat,NA,White,NA,Now married,Heterosexual or straight,NA,171.593,171.593,172.809,1,2,2,1,1,1,1,1,3,N/A,7,2,3,6,7,8,5,4,1,9,1,1,1,2,2,2,7,3,1,2,2,2,5,5,1,4,2,2,4,2,3,6,2,4,3,3,4,2,3,11,8,4,2,5,$0.10,5 minutes,24,999,1,3,1,2,2,2,3,3,25,20,30,2,5.961,5.961,8.876,1,3,9.872,11.866,12.842,2,3,3.882,3.882,6.145,1,3,16.092,16.092,17.4,1,2,5.938,5.938,7.18,1,3,4.973,7.418,8.171,2,3,12.087,13.132,13.629,2,3,8.953,8.953,15.959,1,3,10.188,10.188,17.371,1,3,20.086,20.086,21.243,1,2,12.67,12.67,13.865,1,2,6.639,6.639,14.784,1,2,4.908,4.908,6.431,1,2,6.18,6.18,8.316,1,1,7.655,7.655,8.908,1,2,6.6,6.6,7.835,1,3,6.346,6.346,7.683,1,1,4.62,6.698,8.249,3,2,15.611,15.611,16.587,1,3,10.173,10.173,11.033,1,3,9.675,9.675,13.344,1,2,8.352,8.352,9.47,1,3,14.683,14.683,15.434,1,2,10.235,10.235,11.303,1,1,2,6,-0.554744024,3.666666667,1.5,1,32,26
131,Raelian Threat,1428,Female,21,A student,"$100,000 to $149,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Bisexual,NA,278.666,280.436,282.012,2,2,5,2,4,4,2,4,4,N/A,7,6,1,7,2,3,8,4,5,9,2,3,2,2,6,2,7,5,3,4,2,3,5,3,3,4,5,3,4,5,4,6,4,1,5,5,5,2,4,11,10,7,7,11,$0.10,100 minutes,24,999,1,2,1,1,1,1,3,1,2,2,10,1,5.194,5.194,7.014,1,3,13.877,13.877,14.836,1,1,5.119,5.119,6.484,1,2,17.29,17.29,19.871,1,2,7.38,7.38,9.35,1,4,4.618,4.618,6.386,1,3,13.373,13.373,14.737,1,2,7.173,7.173,8.427,1,2,7.247,7.247,10.135,1,3,6.535,6.535,7.818,1,3,14.555,14.555,16.107,1,1,6.856,9.003,10.644,2,3,14.682,14.682,15.6,1,2,13.657,13.657,15.022,1,2,5.457,5.457,6.898,1,3,7.229,7.229,9.037,1,3,5.062,5.062,7.179,1,4,4.584,4.584,10.085,1,2,12.765,12.765,14.623,1,3,9.31,9.31,10.928,1,4,7.086,11.62,12.598,2,2,15.51,15.51,18.093,1,2,7.056,7.056,8.389,1,2,12.404,12.404,14.412,1,0,2.9,9.2,-1.264333743,3.933333333,3.375,0,27,32
132,Non-religious Threat,708,Female,18,Employed for wages,"Less than $10,000","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,43.048,113.447,114.909,5,1,5,1,1,1,1,1,5,n/a,7,8,2,5,6,1,7,4,3,9,2,2,2,2,2,2,1,2,2,2,2,2,2,5,5,5,5,3,5,5,5,6,3,2,3,4,4,3,4,11,11,11,11,10,0.10$,100 minutes,24,999,1,5,1,1,1,1,1,1,2,1,1,1,3.001,4.951,6.256,2,2,6.08,7.327,7.751,2,1,2.611,2.996,4.677,2,2,12.95,12.95,14.05,1,1,3.944,3.944,5.26,1,3,2.778,8.627,9.764,3,1,4.955,4.955,5.905,1,4,3.109,3.109,4.096,1,4,3.688,3.688,4.43,1,4,3.715,3.715,6.614,1,3,5.089,5.089,5.871,1,4,2.72,2.72,3.886,1,4,3.693,3.693,6.886,1,3,5.53,6.441,7.182,2,3,5.955,7.678,8.102,3,3,4.02,4.02,5.049,1,2,4.569,4.569,6.479,1,3,2.72,3.027,3.828,2,4,7.563,7.563,8.393,1,3,5.246,5.246,6.41,1,4,5.78,5.78,6.898,1,4,7.079,7.079,8.5,1,4,4.201,4.201,8.931,1,3,7.671,7.671,8.594,1,1,2,10.8,-1.188525224,4,2,0,30,40
133,Non-religious Threat,881,Female,18,A student,"Less than $10,000","Some college credit, but less than 1 year",Christian,NA,No,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,84.453,84.453,86.049,1,4,4,3,3,3,4,5,4,N/A,7,2,4,7,6,8,3,1,5,9,3,5,2,4,4,5,7,3,4,5,5,3,3,3,1,3,5,2,2,5,4,6,2,6,2,4,3,3,2,4,6,4,4,7,0.1,100 minutes,24 days,999,4,4,1,2,4,3,3,3,79,90,94,1,3.68,3.68,4.996,1,2,5.104,6.836,8.45,2,1,4.261,4.875,6.456,2,3,5.731,5.731,7.205,1,1,5.008,5.859,6.928,2,3,4.802,4.802,5.631,1,2,4.298,4.298,5.354,1,1,4.015,4.015,5.883,1,2,4.315,5.76,6.929,4,2,4.694,7.999,9.178,3,1,5.004,5.004,6.339,1,2,4.615,5.239,6.416,2,2,9.715,9.715,11.002,1,3,8.134,8.134,9.342,1,3,5.165,6.708,7.142,2,3,2.675,5.941,7.393,2,3,2.264,2.888,3.878,2,3,4.473,4.473,6.084,1,2,9.514,9.514,10.561,1,3,11.651,11.651,13.278,1,3,4.317,5.773,6.364,3,2,6.363,7.7,8.666,3,3,4.159,4.159,5.652,1,3,4.284,4.284,5.174,1,1,3.7,5,0.612552984,3.666666667,3.75,0,21,33
